"parcela","location","sizeplot","state","Name","plotID","year","owner","Alive.parcela","Dead.parcela","AGB","min.DBH","max.DBH","mean.DBH","sd.DBH","areaplot35","areaplot10","AGB10","ACD10","AGB35","ACD35","AGB.plot","ACD","min.height","max.height","mean.height","sd.height","min.WD","max.WD","mean.WD","sd.WD","No.trees","No.palms","No.families","No.genus","No.species","BA10","BA10.plot","BA35","BA35.plot","Basal.area.plot","WD10","WD35","WD.C1","WD.C2"
"DUC_A01 P19 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P19",2016,"PaiSus",78,5,56.2344287289079,10,65.4,23.8815789473684,13.7613052726483,0.25,0.1,133.129995558227,63.9023978679488,172.138035730367,82.626257150576,305.268031288593,146.528655018525,11.52033,33.95861,18.5784010526316,5.87124833912075,0.41,0.9423333,0.695637381578947,0.148982032973688,"76","0",19,33,47,15606.8903783013,156068.903783013,29591.2659607481,118365.063842992,27.4433967626006,0.683830196971815,0.760011381243615,0.721920789107715,0.71668761188284
"DUC_A01 P20 50x50 2016","DUC_A01","50x50","AM","Reserva Florestal Adolpho Ducke","P20",2016,"PaiSus",53,8,32.4288168809362,10.4,65,22.8634615384615,13.4597151857253,0.25,0.1,73.2839469092387,35.1762945164346,100.609072652898,48.292354873391,173.893019562137,83.4686493898256,11.79985,33.84642,18.1064619527397,5.79389140073256,0.3833333,0.9,0.614995794505494,0.147689955074271,"52","0",17,24,32,9982.74052401019,99827.4052401019,18622.8193257476,74491.2773029902,17.4318682543092,0.602288771091458,0.702049456349354,0.652169113720406,0.6449193185524
"EMB_A01 P01 100x100 2016","EMB_A01","100x100","AC","Embrapa_Acre","P01",2016,"MarVin",604,38,334.636383809605,10.1,146.5,22.841650671785,14.4098915132588,1,1,121.342862762265,58.2445741258872,212.083303113684,101.799985494569,333.426165875949,160.044559620456,11.59068,51.80466,18.1562460788312,5.69928921496875,0.23,1.05,0.654995011964171,0.127608468877229,"505","16",31,85,109,140160.506903765,140160.506903765,158135.639780086,158135.639780086,29.8296146683851,0.659852563848852,0.62001019542727,0.639931379638061,0.638730941961532
"EMB_A01 P02 100x100 2016","EMB_A01","100x100","AC","Embrapa_Acre","P02",2016,"MarVin",564,68,259.558574195755,10,128.3,22.7217484008529,13.4156496004301,1,1,93.1482858677426,44.7111772165164,165.70978806504,79.5406982712194,258.858073932783,124.251875487736,11.52033,48.41185,18.1285935984275,5.50196051814361,0.2,1.05,0.614231405896659,0.163170656640731,"459","10",38,96,124,118270.980996999,118270.980996999,138055.325666595,138055.325666595,25.6326306663594,0.610390681747757,0.571422915217744,0.590906798482751,0.589402950254941
"EMB_A01 P03 100x100 2016","EMB_A01","100x100","AC","Embrapa_Acre","P03",2016,"MarVin",496,87,217.662672071244,10,108.8,21.0875311720698,12.7856851259387,1,1,79.6620572216557,38.2377874663947,137.31342906196,65.9104459497406,216.975486283615,104.148233416135,11.5203276074921,44.4611,17.3853594239885,5.19267457743102,0.2133333,1.05,0.641408388528678,0.165745114955932,"389","12",36,88,112,100491.734276612,100491.734276612,90915.9006870761,90915.9006870761,19.1407634963688,0.629544895709878,0.689666230038555,0.659605562874217,0.658101673301521
"EMB_A01 P04 100x100 2016","EMB_A01","100x100","AC","Embrapa_Acre","P04",2016,"MarVin",521,56,270.653616793564,10,195.5,22.2245977011494,15.4787074506365,1,1,88.8564044751661,42.6510741480797,179.314409645226,86.0709166297084,268.170814120392,128.721990777788,11.52033,59.88689,17.8162563555724,5.77945251307495,0.2133333,1.05,0.639097348735632,0.146365684880565,"423","12",32,85,110,107199.230941567,107199.230941567,143219.452108621,143219.452108621,25.0418683050188,0.648324001639594,0.547362715925856,0.597843358782725,0.590582223558261
"FEA_A01 P01 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P01",2013,"MarVin",92,7,44.0896489210973,10.1,67.4,21.9944444444444,12.3240366317767,0.25,0.25,49.3300611728342,23.6784293629604,127.312689397627,61.110090910861,176.642750570461,84.7885202738214,11.59068,34.51415,17.8959441111111,5.335097420685,0.265,0.955,0.575313255555556,0.151578288220097,"84","6",28,53,61,18195.4527691165,72781.8110764658,26615.824288625,106463.2971545,17.9245108230966,0.554967008531642,0.619446014210117,0.58720651137088,0.593264553215142
"FEA_A01 P02 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P02",2013,"MarVin",107,16,31.6620616795564,10,57.9,18.6885714285714,9.85073517644665,0.25,0.25,69.1648564267191,33.1991310848252,58.195259560814,27.9337245891907,127.360115987533,61.1328556740159,11.52033,31.79051,16.4063955238095,4.44155529163446,0.339835,0.955,0.563097903809524,0.127152063619527,"91","14",25,50,59,24976.1249809553,99904.499923821,11752.5724533733,47010.2898134931,14.6914789737314,0.54907147092403,0.646682529118528,0.597877000021279,0.580305386467385
"FEA_A01 P03 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P03",2013,"MarVin",118,1,50.9790619862713,10,89.4,22.1663716814159,13.3466061136709,0.25,0.25,79.3600264006527,38.0928126723133,124.871986065134,59.9385533112642,204.232012465786,98.0313659835775,11.52033,40.11816,17.7291281415929,5.43279975757856,0.265,0.997,0.573968487610619,0.171865291250853,"102","11",26,50,63,28050.2362243459,112200.944897384,31226.197901566,124904.791606264,23.7105736503648,0.564202002113781,0.476975338665485,0.520588670389633,0.518251919331404
"FEA_A01 P04 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P04",2013,"MarVin",149,0,69.2813817444242,10,104.4,22.0342465753425,13.5448651085106,0.25,0.25,104.194121075951,50.0131781164566,173.627943164382,83.3414127189032,277.822064240333,133.35459083536,11.52033,43.51618,17.610357739726,5.15398952730363,0.2547611,1.05,0.520744273287671,0.186903021366834,"103","43",27,50,61,42241.4071432152,168965.628572861,34324.2009570872,137296.803828349,30.626243240121,0.489207836105916,0.54844268159517,0.518825258850543,0.51576269266203
"FEA_A01 P05 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P05",2013,"MarVin",134,5,63.2938784165287,10,77.3,19.6932330827068,12.6213935472296,0.25,0.25,86.5315686409933,41.5351529476768,166.368604176889,79.8569300049068,252.900172817882,121.392082952584,11.52033,37.14221,16.769473617311,5.3018104539334,0.3868571,0.955,0.637804733214616,0.130136322622293,"123","10",26,49,54,27883.2134509178,111532.853803671,29143.0235209339,116572.094083736,22.8104947887407,0.632222806317361,0.687395788702444,0.659809297509902,0.660418731715037
"FEA_A01 P06 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P06",2013,"MarVin",85,2,37.4366581035221,10.1,70.9,23.4564705882353,11.7570490209352,0.25,0.25,59.5765492179564,28.5967436246191,90.5146433339522,43.447028800297,150.091192551909,72.0437724249161,11.59068,35.46556,18.6191987058824,5.08838195853479,0.3235556,0.8963846,0.528781122352941,0.15095667558317,"82","3",22,41,45,21404.7938682809,85619.1754731237,24445.7141852864,97782.8567411457,18.3402032214269,0.535009445980047,0.477555606267098,0.506282526123573,0.504377284983508
"FEA_A01 P07 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P07",2013,"MarVin",84,10,48.3161344184824,10.2,82.1,23.4809523809524,14.4859173507128,0.25,0.25,61.024844906717,29.2919255552242,131.980289692924,63.3505390526038,193.005134599642,92.6424646078279,11.66071,38.35106,18.5281183333333,5.72048404622568,0.265,1.05,0.585495836904762,0.156579226346807,"75","9",28,47,50,20729.5006734102,82918.0026936406,29324.4740586236,117297.896234494,20.0215898928135,0.579883963329282,0.529595782575713,0.554739872952497,0.550422278021409
"FEA_A01 P08 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P08",2013,"MarVin",99,6,60.2721638991629,10,92.3,23.2313131313131,13.6804989053363,0.25,0.25,85.4106043658507,40.9970900956083,155.370212004856,74.577701762331,240.780816370707,115.574791857939,11.52033,40.79823,18.3329041414141,5.4507190778381,0.267,1.05,0.634406366666667,0.153314304699473,"93","6",29,52,58,26444.6231969676,105778.492787871,29924.180534249,119696.722136996,22.5475214924867,0.62773365749936,0.608412830720185,0.618073244109772,0.617476922029723
"FEA_A01 P09 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P09",2013,"MarVin",150,0,55.0325153263009,10.1,64.2,19.7761904761905,10.9349717560649,0.25,0.25,103.108040026688,49.4918592128101,117.491206125346,56.3957789401661,220.599246152034,105.887638152976,11.59068,33.62093,17.0042406122449,4.68240072453198,0.267,0.8614,0.607779615646258,0.120341350020584,"131","16",25,54,64,33834.0496712742,135336.198685097,25030.8436709992,100123.374683997,23.5459573369093,0.609628308945596,0.594966873598019,0.602297591271808,0.603393895268096
"FEA_A01 P10 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P10",2013,"MarVin",129,3,50.4054402290529,10,61.7,21.1793388429752,10.2443229592083,0.25,0.25,125.254690743431,60.1222515568468,77.9900370280648,37.4352177734711,203.244727771496,97.5574693303179,11.52033,32.90649,17.5042424258458,4.61126130529865,0.267,0.997,0.647141514876033,0.141533040235205,"111","10",26,51,59,36446.1111751381,145784.444700553,16073.3304935615,64293.3219742458,21.0077766674798,0.649757207447554,0.630421931377607,0.640089569412581,0.643839736267701
"FEA_A01 P11 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P11",2013,"MarVin",141,1,47.4319529556263,10,66.5,19.355,9.91394864309079,0.25,0.25,108.581190633888,52.1189715042662,81.6294287935279,39.1821258208934,190.210619427416,91.3010973251596,11.52033,34.26526,16.7230776785929,4.41004187832241,0.267,0.8614,0.622547640714286,0.120742009302441,"134","6",28,59,73,34632.1712849187,138528.685139675,17288.969770868,69155.8790834721,20.7684564223147,0.625743521295089,0.594192061322491,0.60996779130879,0.615237353160092
"FEA_A01 P12 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P12",2013,"MarVin",115,0,59.5235809085715,10,120.9,21.3814159292035,14.7345533445354,0.25,0.25,77.4369375436227,37.1697300209389,159.492258821328,76.5562842342373,236.929196364951,113.726014255176,11.52033,46.95498,17.2476833628319,5.31086188971019,0.267,1.05,0.539041597345133,0.200134533538245,"80","33",28,51,56,30968.6501358247,123874.600543299,28702.4701291394,114809.880516557,23.8684481059856,0.500597032280511,0.564688095715816,0.532642563998164,0.531425544056864
"FEA_A01 P13 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P13",2013,"MarVin",95,16,49.9428173194341,10.7,64.6,22.5787234042553,12.4320334787715,0.25,0.25,62.3928464164026,29.9485662798732,138.346645421544,66.4063898023412,200.739491837947,96.3549560822144,12.00631,33.73386,18.0288111702128,5.24115369240683,0.23,1.05,0.578180319148936,0.164707702657104,"79","15",22,44,50,23265.8497943226,93063.3991772904,25660.3245909989,102641.298363996,19.5704697541286,0.531577702527833,0.690436362662717,0.611007032595275,0.614894349176897
"FEA_A01 P14 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P14",2013,"MarVin",161,0,75.5695977125304,10,95.4,21.7246835443038,12.2504838677809,0.25,0.25,118.204169132454,56.7380011835778,184.604240460373,88.6100354209789,302.808409592826,145.348036604557,11.52033,41.51238,17.6668750632911,4.96993154525794,0.2547611,1.05,0.572822287341772,0.168880195604433,"132","26",30,57,68,43305.2368095187,173220.947238075,33767.1808716425,135068.72348657,30.8289670724645,0.536014743750111,0.645997148151625,0.591005945950868,0.584200539056125
"FEA_A01 P15 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P15",2013,"MarVin",76,35,44.4931582787544,10.1,111.4,22.4973684210526,16.3630312895397,0.25,0.25,48.0311129691578,23.0549342251957,129.17202435537,62.0025716905775,177.203137324527,85.0575059157732,11.59068,45.00952,17.822878887841,6.34605751736264,0.23,0.8520833,0.574561973684211,0.147177720112373,"71","5",25,47,53,17315.7597022215,69263.0388088861,28667.072233915,114668.28893566,18.3931327744546,0.545221298647759,0.520635049228727,0.532928173938243,0.529893495674786
"FEA_A01 P16 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P16",2013,"MarVin",115,0,38.2250012647263,10.1,70,20.4894230769231,10.0426944733616,0.25,0.25,89.2010836895913,42.8165201710038,64.4374909710592,30.9299956661084,153.638574660651,73.7465158371123,11.59068,35.22336,17.2749573987904,4.43759265316597,0.326,0.8963846,0.616491967307692,0.130843218482889,"96","8",30,52,61,28509.0344154762,114036.137661905,13940.9901879007,55763.9607516026,16.9800098413507,0.608061787480175,0.595936645081469,0.601999216280822,0.604079775860945
"FEA_A01 P17 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P17",2013,"MarVin",89,0,49.1979310742418,10,124.1,20.0943181818182,14.728885982599,0.25,0.25,55.0980617867514,26.4470696576407,138.847060016512,66.6465888079257,193.945121803263,93.0936584655664,11.52033,47.59095,16.8355178409091,5.47206147714874,0.23,0.8520833,0.568101905681818,0.14385993703061,"85","3",24,51,58,20333.0866583986,81332.3466335943,22397.7334963561,89590.9339854246,17.0923280619019,0.548992079120271,0.619429496190328,0.5842107876553,0.585912467963575
"FEA_A01 P18 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P18",2013,"MarVin",150,0,41.10655250819,10.1,68.7,19.4107382550336,9.59498138062499,0.25,0.25,83.1855749681938,39.929075984733,82.5554166589516,39.6265999962968,165.740991627145,79.5556759810298,11.59068,34.87055,16.6831597853949,4.24638631963228,0.267,0.955,0.520655093959732,0.149238183150985,"122","27",27,46,57,34159.5265241677,136638.106096671,20633.9020089614,82535.6080358457,21.9173714132517,0.503261709506277,0.512690906934786,0.507976308220532,0.506812520999035
"FEA_A01 P19 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P19",2013,"MarVin",132,0,48.8680010980376,10,64.9,19.53359375,10.8228707774397,0.25,0.25,101.80216587503,48.8650396200146,94.0056239336142,45.1226994881348,195.807789808645,93.9877391081494,11.52033,33.81831,16.9814964049817,4.69780184224987,0.2886111,0.8963846,0.618993136855811,0.145469088615869,"108","20",20,44,51,31275.9528752172,125103.811500869,18766.4215259431,75065.6861037726,20.0169497604642,0.630323814570399,0.634570452042906,0.632447133306653,0.631916348694341
"FEA_A01 P20 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P20",2013,"MarVin",142,2,68.2691247209009,10,108.8,20.1589928057554,12.747422660501,0.25,0.25,108.734693963642,52.192653102548,163.369960968319,78.417581264793,272.10465493196,130.610234367341,11.52033,44.4611,16.9787204044426,5.20965866550115,0.365,0.997,0.636320781421179,0.127998752002713,"129","10",25,46,55,34411.6864585081,137646.745834032,27565.7083893828,110262.833557531,24.7909579391563,0.61690113904181,0.674537583249553,0.645719361145682,0.642536121240253
"FEA_A01 P21 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P21",2013,"MarVin",127,1,36.4880721360001,10,63.6,19.7,8.72390723111205,0.25,0.25,91.0101027336416,43.684849312148,56.5435363574557,27.1408974515787,147.553639091097,70.8257467637267,11.52033,33.45083,16.7892982113821,3.86477362611106,0.23,0.997,0.554999786178862,0.178811893774308,"100","23",23,49,57,34583.3823510084,138333.529404034,10200.0759037855,40800.3036151421,17.9133833019176,0.520907116433701,0.725938162715194,0.623422639574447,0.567605882366542
"FEA_A01 P22 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P22",2013,"MarVin",171,0,45.6117579686975,10,73.2,18.5684210526316,9.09353017379235,0.25,0.25,108.158942444418,51.9162923733206,75.3733505410685,36.1792082597129,183.532292985486,88.0955006330334,11.52033,36.07713,16.3756951132271,3.965554213597,0.23,0.8963846,0.559788969590643,0.163912742256903,"143","28",25,57,70,41201.390749226,164805.562996904,16145.351505145,64581.40602058,22.9386969017484,0.53876172312157,0.579199195429369,0.55898045927547,0.550146453600122
"FEA_A01 P23 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P23",2013,"MarVin",94,2,58.8659981798491,10,118,20.2064516129032,15.6041438647031,0.25,0.25,64.2893281135126,30.8588774944861,168.491726699357,80.8760288156915,232.78105481287,111.734906310178,11.52033,46.37044,16.8488839998818,5.81967143570201,0.35,0.864,0.62079665483871,0.129481055108237,"86","7",25,48,56,20671.632536731,82686.5301469241,26745.1950740998,106980.780296399,18.9667310443324,0.622821400155699,0.641816347113033,0.632318873634366,0.63353539321246
"FEA_A01 P24 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P24",2013,"MarVin",120,0,48.9796265809216,10,77.3,21.2591666666667,11.0453876136156,0.25,0.25,78.9822892476752,37.9114988388841,118.131226609414,56.7029887725188,197.113515857089,94.6144876114029,11.52033,37.14221,17.4692068333333,4.63716289056197,0.2,0.997,0.557583999166667,0.176783365500777,"95","25",23,44,50,31631.0313848892,126524.125539557,22366.9223264061,89467.6893056243,21.5991814845181,0.502865708545986,0.661033900018611,0.581949804282298,0.568381814435685
"FEA_A01 P25 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P25",2013,"MarVin",97,2,86.6241456926957,10,156.2,23.1479166666667,17.5401553084804,0.25,0.25,88.5125628562066,42.4860301709792,250.931458730564,120.447100190671,339.444021586771,162.93313036165,11.52033,53.51556,18.17798,6.07750483618401,0.365,0.997,0.641026634375,0.114296781523586,"90","6",23,43,50,25706.9065560701,102827.62622428,37648.5871792262,150594.348716905,25.3421974941185,0.652422113279562,0.635610419882522,0.644016266581042,0.6424318745935
"FEA_A01 P26 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P26",2013,"MarVin",147,6,37.2703803012035,10,80.5,17.7612244897959,8.42374700230534,0.25,0.25,101.888218345112,48.9063448056537,47.7138449084977,22.9026455560789,149.60206325361,71.8089903617326,11.52033,37.95247,16.1056441451242,3.78063433113298,0.35,0.8614,0.600234419727891,0.134290038446018,"130","17",27,57,66,33855.0276562185,135420.110624874,10702.8642460477,42811.4569841907,17.8231567609065,0.616512928126952,0.5217047017768,0.569108814951876,0.593739867447601
"FEA_A01 P27 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P27",2013,"MarVin",110,0,46.5649654374197,10.1,95.4,19.8090909090909,11.3815200727307,0.25,0.25,84.8604534758134,40.7330176683904,101.258357339764,48.6040115230869,186.118810815578,89.3370291914774,11.5906750029996,41.51238,16.9843559545727,4.7435100823222,0.23,0.955,0.618155953636364,0.146024397268336,"97","13",26,48,56,26817.3574573528,107269.429829411,18173.2024391474,72692.8097565896,17.9962239586001,0.623001917852143,0.65195768964477,0.637479803748457,0.634698129319165
"FEA_A01 P28 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P28",2013,"MarVin",142,5,71.3578292139734,10.1,127.6,21.7108695652174,13.5095407475288,0.25,0.25,111.604039105533,53.569938770656,172.440911467155,82.7716375042345,284.044950572688,136.34157627489,11.59068,48.2761,17.4471329970723,5.13700840643433,0.2547611,1.05,0.571585874396135,0.173444255740909,"118","20",25,51,65,40191.5179367479,160766.071746992,30534.7569204558,122139.027681823,28.2905099428815,0.539539972523124,0.593107642149454,0.566323807336289,0.562666819994416
"FEA_A01 P29 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P29",2013,"MarVin",158,2,54.7362138131249,10,99.3,20.3258064516129,11.5127306085998,0.25,0.25,113.05894580364,54.2682939857474,106.744842228397,51.2375242696305,219.803788032037,105.505818255378,11.52033,42.39295,17.0154118923887,4.66091189359343,0.267,1.05,0.571617285591398,0.151603385761493,"132","23",28,59,69,40641.6531861359,162566.612744543,25683.7058943233,102734.823577293,26.5301436321837,0.554585377016843,0.487987861391141,0.521286619203992,0.528796281739602
"FEA_A01 P30 50x50 2013","FEA_A01","50x50","AC","FE_Antimary_2013","P30",2013,"MarVin",121,3,69.14747733206,10.2,77,22.4254237288136,13.1699618495296,0.25,0.25,107.768991787745,51.7291160581176,169.217721745083,81.2245064376398,276.986713532828,132.953622495757,11.66071,37.06532,18.0609706779661,5.49173337153539,0.23,1.05,0.649599227966102,0.149067029411875,"108","10",27,49,61,31491.8823922801,125967.52956912,31053.7401728472,124214.960691389,25.0182490260509,0.649759377692758,0.665265383665205,0.657512380678982,0.657458069636956
